id,event_type,event_cause,latitude,longitude,requires_road_closure,priority,corridor,zone,duration_minutes,hour,day_of_week,is_weekend,police_station
FKID005102,unplanned,vehicle_breakdown,12.9380712,77.7467428,False,Low,Non-corridor,East Zone 1,40.7,2.0,6.0,1,Whitefield
FKID005103,unplanned,vehicle_breakdown,12.9610812,77.5129374,False,Low,Non-corridor,,49.1,0.0,6.0,1,Jnanabharathi
FKID005104,unplanned,vehicle_breakdown,12.9935408,77.7574599,False,Low,Non-corridor,,25.6,1.0,6.0,1,Mahadevapura
FKID005105,unplanned,vehicle_breakdown,12.9999998,77.6821895,False,High,ORR East 2,East Zone 2,31.9,18.0,0.0,0,Mahadevapura
FKID005106,unplanned,vehicle_breakdown,12.9857635,77.5265826,False,High,Magadi Road,West Zone 2,16.7,6.0,6.0,1,Kamakshipalya
FKID005107,unplanned,others,13.031056,77.5598929,False,Low,Non-corridor,West Zone 2,1440.0,6.0,6.0,1,Yeshwanthpura
FKID005108,unplanned,vehicle_breakdown,12.9186326,77.6698261,False,Low,Non-corridor,East Zone 1,39.0,19.0,0.0,0,Bellandur
FKID005109,unplanned,vehicle_breakdown,13.0195814,77.7085774,False,Low,Non-corridor,East Zone 2,40.7,10.0,6.0,1,K.R. Pura
FKID005110,unplanned,vehicle_breakdown,13.000103,77.5840237,False,High,Bellary Road 1,West Zone 2,40.7,19.0,0.0,0,Sadashivanagar
FKID005111,planned,construction,13.0486475,77.6457655,True,Low,Non-corridor,East Zone 2,1440.0,20.0,0.0,0,Hennuru
FKID005112,unplanned,vehicle_breakdown,13.0907917,77.5929433,False,Low,Non-corridor,North Zone 2,40.7,11.0,6.0,1,Yelahanka
FKID005113,unplanned,vehicle_breakdown,13.0572567,77.4723691,False,Low,Non-corridor,,40.7,11.0,6.0,1,No Police Station
FKID005114,unplanned,accident,13.0079927,77.526769,False,Low,Non-corridor,West Zone 1,20.5,19.0,6.0,1,Rajajinagar
FKID005115,planned,construction,12.9694269,77.7006315,False,High,ORR East 2,East Zone 1,1440.0,21.0,0.0,0,HAL Old Airport
FKID005116,unplanned,vehicle_breakdown,13.2017067,77.66236,False,Low,Non-corridor,,40.7,19.0,0.0,0,Devanahalli Airport
FKID005117,unplanned,vehicle_breakdown,12.9850363,77.5241577,False,High,Magadi Road,West Zone 2,40.7,20.0,0.0,0,Kamakshipalya
FKID005118,unplanned,vehicle_breakdown,12.9927975,77.5854984,False,High,Bellary Road 1,Central Zone 2,40.7,19.0,0.0,0,High ground
FKID005119,unplanned,vehicle_breakdown,13.0483716,77.6453954,False,Low,Non-corridor,East Zone 2,40.7,21.0,0.0,0,Hennuru
FKID005120,unplanned,vehicle_breakdown,13.0586717,77.632895,False,High,Hennur Main Road,North Zone 1,40.7,0.0,0.0,0,Hennuru
FKID005121,unplanned,pot_holes,12.8760267,77.616725,False,Low,Non-corridor,South Zone 1,1440.0,21.0,0.0,0,Hulimavu
FKID005122,unplanned,vehicle_breakdown,12.922265,77.65903,False,High,ORR East 1,Central Zone 1,40.7,20.0,0.0,0,Bellandur
FKID005123,unplanned,vehicle_breakdown,13.0601454,77.4622716,False,Low,Non-corridor,,40.7,20.0,0.0,0,No Police Station
FKID005124,unplanned,vehicle_breakdown,13.026353,77.544093,False,High,Tumkur Road,West Zone 1,69.0,22.0,0.0,0,Yeshwanthpura
FKID005125,planned,construction,13.1093993,77.5802387,False,Low,Non-corridor,North Zone 2,1440.0,0.0,0.0,0,Yelahanka
FKID005126,unplanned,vehicle_breakdown,13.0619678,77.4600323,False,Low,Non-corridor,,40.7,23.0,0.0,0,No Police Station
FKID005127,unplanned,procession,13.0550629,77.6006986,False,Low,Non-corridor,North Zone 1,58.2,5.0,0.0,0,Hebbala
FKID005128,unplanned,vehicle_breakdown,13.019575,77.709155,False,Low,Non-corridor,East Zone 2,40.7,4.0,0.0,0,K.R. Pura
FKID005129,unplanned,vehicle_breakdown,13.0640157,77.6502052,False,Low,Non-corridor,East Zone 2,40.7,2.0,0.0,0,Hennuru
FKID005130,unplanned,vehicle_breakdown,12.8853097,77.5431212,False,Low,Non-corridor,South Zone 1,40.7,21.0,0.0,0,Thalagattapura
FKID005131,unplanned,vehicle_breakdown,13.06034,77.4622015,False,Low,Non-corridor,,40.7,20.0,0.0,0,No Police Station
FKID005132,unplanned,vehicle_breakdown,12.9962297,77.5847552,False,High,Bellary Road 1,Central Zone 2,40.7,23.0,0.0,0,High ground
FKID005133,unplanned,vehicle_breakdown,12.98704927,77.49115508,False,High,Magadi Road,West Zone 1,46.9,20.0,0.0,0,Kamakshipalya
FKID005134,planned,construction,12.9694324,77.7005944,False,High,ORR East 2,East Zone 1,1440.0,21.0,0.0,0,HAL Old Airport
FKID005135,unplanned,vehicle_breakdown,13.0058476,77.593119,False,Low,Non-corridor,,21.7,5.0,6.0,1,R.T. Nagar
FKID005136,planned,public_event,12.946188,77.6186813,True,Low,Non-corridor,,64.5,6.0,6.0,1,Adugodi
FKID005137,unplanned,pot_holes,12.8212943,77.6872574,False,Low,Non-corridor,,1440.0,22.0,0.0,0,Electronic City
FKID005138,unplanned,vehicle_breakdown,12.9662718,77.7022875,False,High,ORR East 2,East Zone 1,40.7,18.0,0.0,0,HAL Old Airport
FKID005139,unplanned,vehicle_breakdown,13.1174,77.6086525,False,High,Bellary Road 2,North Zone 2,19.9,5.0,1.0,0,Yelahanka
FKID005140,unplanned,others,13.04227,77.5447417,False,High,ORR North 2,,1440.0,9.0,6.0,1,Jalahalli
FKID005141,unplanned,vehicle_breakdown,12.9883469,77.7311829,False,Low,Non-corridor,East Zone 1,40.7,23.0,0.0,0,Mahadevapura
FKID005142,unplanned,others,12.9405569,77.5247145,False,High,Mysore Road,,1440.0,19.0,6.0,1,Byatarayanapura
FKID005143,unplanned,vehicle_breakdown,12.8539011,77.5887307,False,High,Bannerghata Road,,23.1,7.0,6.0,1,Hulimavu
FKID005144,unplanned,vehicle_breakdown,12.929715,77.573648,False,Low,Non-corridor,,123.5,7.0,6.0,1,Banashankari
FKID005145,unplanned,vehicle_breakdown,13.0499347,77.5927711,False,High,Bellary Road 1,,40.7,19.0,6.0,1,Kodigehalli
FKID005146,unplanned,vehicle_breakdown,13.0499687,77.5927075,False,High,Bellary Road 1,,40.7,19.0,6.0,1,Kodigehalli
FKID005147,unplanned,vehicle_breakdown,13.0234644,77.7152825,False,Low,Non-corridor,,40.7,21.0,6.0,1,K.R. Pura
FKID005148,unplanned,vehicle_breakdown,13.0434917,77.607755,False,High,ORR North 1,,40.7,22.0,6.0,1,Hebbala
FKID005149,unplanned,vehicle_breakdown,13.0734717,77.4394717,False,Low,Non-corridor,,40.7,1.0,3.0,0,No Police Station
FKID005150,unplanned,vehicle_breakdown,12.9960798,77.6678065,False,High,ORR North 1,,40.7,19.0,6.0,1,Banaswadi
FKID005151,unplanned,pot_holes,12.8761,77.616915,False,Low,Non-corridor,,1440.0,22.0,6.0,1,Hulimavu
FKID005152,unplanned,vehicle_breakdown,12.9599899,77.514338,False,Low,Non-corridor,,40.7,21.0,6.0,1,Jnanabharathi
FKID005153,unplanned,congestion,12.9388356,77.7473577,False,Low,Non-corridor,,71.5,23.0,6.0,1,Whitefield
FKID005154,unplanned,vehicle_breakdown,12.9603057,77.5875364,False,Low,Non-corridor,Central Zone 2,40.7,5.0,3.0,0,Halasuru Gate
FKID005155,unplanned,vehicle_breakdown,12.9436447,77.6980616,False,High,ORR East 1,East Zone 1,43.2,19.0,3.0,0,HAL Old Airport
FKID005156,unplanned,vehicle_breakdown,12.99607,77.6677909,False,High,ORR North 1,,40.7,19.0,6.0,1,Banaswadi
FKID005157,unplanned,vehicle_breakdown,12.8768347,77.647564,False,High,Hosur Road,South Zone 2,40.7,19.0,4.0,0,Electronic City
FKID005158,unplanned,vehicle_breakdown,13.0898727,77.5962391,False,High,Bellary Road 2,North Zone 2,40.7,19.0,4.0,0,Yelahanka
FKID005159,unplanned,accident,12.9112378,77.5724542,False,Low,Non-corridor,,40.0,1.0,0.0,0,K.S. Layout
FKID005160,unplanned,vehicle_breakdown,12.9833776,77.5970218,False,High,CBD 2,Central Zone 2,40.7,19.0,4.0,0,Cubbon Park
FKID005161,unplanned,others,12.9884603,77.4728075,False,Low,Non-corridor,,28.8,3.0,0.0,0,Kamakshipalya
FKID005162,unplanned,vehicle_breakdown,13.1506186,77.6198101,False,High,Bellary Road 2,,142.4,5.0,0.0,0,Chikkajala
FKID005163,unplanned,accident,13.1951209,77.7073099,False,Low,Non-corridor,,40.0,4.0,6.0,1,Devanahalli Airport
FKID005164,planned,construction,13.0395748,77.6414231,False,High,Airport New South Road,North Zone 1,1440.0,2.0,0.0,0,Hennuru
FKID005165,unplanned,vehicle_breakdown,12.936535,77.7044933,False,Low,Non-corridor,,40.7,2.0,0.0,0,HAL Old Airport
FKID005166,unplanned,vehicle_breakdown,12.9217289,77.6448719,True,High,ORR East 1,,40.7,7.0,0.0,0,HSR Layout
FKID005167,planned,public_event,13.0085343,77.4899346,False,Low,Non-corridor,West Zone 1,64.5,6.0,0.0,0,Kamakshipalya
FKID005168,unplanned,vehicle_breakdown,13.0309486,77.630687,False,High,ORR North 1,,40.7,21.0,0.0,0,Hennuru
FKID005169,unplanned,water_logging,12.9695137,77.7324047,False,Low,Non-corridor,,1440.0,20.0,0.0,0,Whitefield
FKID005170,unplanned,vehicle_breakdown,12.9768969,77.5646811,False,High,Magadi Road,,40.7,20.0,0.0,0,Magadi Road
FKID005171,unplanned,vehicle_breakdown,12.9240352,77.6184979,False,High,Hosur Road,,63.0,17.0,0.0,0,Madiwala
FKID005172,unplanned,vehicle_breakdown,13.0175987,77.5573269,False,High,Tumkur Road,,22.3,19.0,0.0,0,Yeshwanthpura
FKID005173,unplanned,vehicle_breakdown,12.9804179,77.5704887,False,Low,Non-corridor,,36.2,20.0,0.0,0,Chamarajpet
FKID005174,unplanned,pot_holes,12.878403,77.6102723,False,Low,Non-corridor,,1440.0,21.0,0.0,0,Hulimavu
FKID005175,unplanned,pot_holes,12.8784723,77.6102632,False,Low,Non-corridor,,1440.0,21.0,0.0,0,Hulimavu
FKID005176,unplanned,pot_holes,12.9696802,77.7319151,False,Low,Non-corridor,,1440.0,22.0,0.0,0,Whitefield
FKID005177,unplanned,others,12.9502115,77.6993885,False,High,ORR East 1,,1440.0,23.0,0.0,0,HAL Old Airport
FKID005178,unplanned,vehicle_breakdown,12.9140531,77.5675163,False,High,ORR West 1,,5.0,21.0,0.0,0,Banashankari
FKID005179,planned,construction,12.969524,77.7005994,False,High,ORR East 2,,1440.0,21.0,0.0,0,HAL Old Airport
FKID005180,unplanned,vehicle_breakdown,12.9020285,77.6605351,False,Low,Non-corridor,,40.7,19.0,0.0,0,HSR Layout
FKID005181,unplanned,vehicle_breakdown,12.9113794,77.5539078,False,Low,Non-corridor,South Zone 1,40.7,5.0,1.0,0,K.S. Layout
FKID005182,unplanned,vehicle_breakdown,13.0200257,77.5840604,False,High,Bellary Road 1,North Zone 2,40.7,5.0,1.0,0,R.T. Nagar
FKID005183,unplanned,vehicle_breakdown,12.9508198,77.7000234,False,High,ORR East 1,,29.7,19.0,0.0,0,HAL Old Airport
FKID005184,unplanned,vehicle_breakdown,13.0197552,77.7090345,False,Low,Non-corridor,,11.9,21.0,0.0,0,K.R. Pura
FKID005185,planned,construction,13.039382,77.6416742,True,High,Airport New South Road,North Zone 1,1440.0,11.0,1.0,0,Hennuru
FKID005186,unplanned,vehicle_breakdown,12.9129818,77.5667649,False,High,ORR West 1,South Zone 1,40.7,21.0,1.0,0,K.S. Layout
FKID005187,unplanned,vehicle_breakdown,13.0334542,77.629103,False,High,ORR North 1,North Zone 1,40.7,20.0,1.0,0,K.G. Halli
FKID005188,unplanned,others,12.9456592,77.4958458,False,Low,Non-corridor,West Zone 1,1440.0,9.0,2.0,0,Jnanabharathi
FKID005189,unplanned,construction,13.0421167,77.5948983,False,High,ORR North 1,North Zone 1,51.1,22.0,2.0,0,Hebbala
FKID005190,unplanned,vehicle_breakdown,12.9475916,77.5335062,False,High,Mysore Road,West Zone 2,40.7,21.0,3.0,0,Byatarayanapura
FKID005191,unplanned,pot_holes,12.9572067,77.7457017,False,High,Varthur Road,East Zone 1,1440.0,5.0,1.0,0,Whitefield
FKID005192,unplanned,vehicle_breakdown,13.0243445,77.7167056,False,Low,Non-corridor,East Zone 2,40.7,22.0,4.0,0,K.R. Pura
FKID005193,unplanned,others,13.0002617,77.757775,False,Low,Non-corridor,East Zone 2,98.9,3.0,5.0,1,Mahadevapura
FKID005194,unplanned,pot_holes,13.0601759,77.5766482,False,Low,Non-corridor,North Zone 1,1440.0,20.0,5.0,1,Kodigehalli
FKID005195,unplanned,road_conditions,13.0705131,77.6205588,False,Low,Non-corridor,North Zone 1,1440.0,1.0,0.0,0,Hennuru
FKID005196,unplanned,others,13.0567,77.4727486,True,Low,Non-corridor,,452.1,1.0,0.0,0,No Police Station
FKID005197,unplanned,water_logging,12.9217733,77.585775,False,Low,Non-corridor,South Zone 1,1440.0,20.0,3.0,0,Jayanagara
FKID005198,unplanned,vehicle_breakdown,13.0432983,77.6079367,False,High,ORR North 1,North Zone 1,62.7,1.0,4.0,0,Hebbala
FKID005199,unplanned,vehicle_breakdown,13.033575,77.58831,False,High,Bellary Road 1,North Zone 2,82.5,3.0,4.0,0,Kodigehalli
FKID005200,unplanned,vehicle_breakdown,13.07549,77.5469283,False,High,Hennur Main Road,North Zone 1,40.7,6.0,4.0,0,Hennuru
FKID005201,unplanned,vehicle_breakdown,13.0395867,77.5433917,False,High,ORR North 2,North Zone 2,10.7,19.0,4.0,0,Jalahalli
FKID005202,unplanned,vehicle_breakdown,13.0198716,77.7091574,True,Low,Non-corridor,East Zone 2,159.3,4.0,5.0,1,K.R. Pura
FKID005203,unplanned,vehicle_breakdown,13.03656,77.5894167,False,High,Bellary Road 1,North Zone 2,40.7,20.0,5.0,1,Hebbala
FKID005204,unplanned,vehicle_breakdown,12.9874952,77.4752769,False,Low,Non-corridor,West Zone 1,17.3,2.0,6.0,1,Kamakshipalya
FKID005205,planned,construction,12.9693719,77.7009665,False,High,ORR East 2,East Zone 1,1440.0,20.0,0.0,0,HAL Old Airport
FKID005206,unplanned,vehicle_breakdown,12.9337824,77.6890112,False,High,ORR East 1,East Zone 1,40.8,20.0,0.0,0,HAL Old Airport
FKID005207,unplanned,vehicle_breakdown,13.0231313,77.5848147,False,High,Bellary Road 1,North Zone 2,40.7,21.0,0.0,0,R.T. Nagar
FKID005208,unplanned,others,12.9893396,77.4938904,True,High,Magadi Road,West Zone 1,1440.0,22.0,0.0,0,Kamakshipalya
FKID005209,unplanned,vehicle_breakdown,12.9097357,77.5365061,False,Low,Non-corridor,South Zone 1,40.7,1.0,1.0,0,Wilson Garden
FKID005210,unplanned,vehicle_breakdown,12.9262483,77.5318283,False,Low,Non-corridor,West Zone 1,67.3,2.0,1.0,0,Kengeri
FKID005211,unplanned,others,13.0570632,77.6484321,False,Low,Non-corridor,East Zone 2,531.4,19.0,1.0,0,Hennuru
FKID005212,unplanned,vehicle_breakdown,13.0355364,77.5413874,False,High,ORR North 2,North Zone 2,40.7,2.0,2.0,0,Jalahalli
FKID005213,unplanned,congestion,12.9591573,77.6611908,False,High,Old Airport Road,Central Zone 1,5.0,6.0,2.0,0,Jeevanbheemanagar
FKID005214,unplanned,vehicle_breakdown,13.0249001,77.585098,False,High,Bellary Road 1,North Zone 2,14.1,7.0,2.0,0,Kodigehalli
FKID005215,unplanned,vehicle_breakdown,12.9340176,77.6892911,False,High,ORR East 1,East Zone 1,40.7,19.0,2.0,0,HAL Old Airport
FKID005216,planned,construction,13.0471651,77.5701698,False,High,ORR North 2,North Zone 1,1440.0,23.0,2.0,0,Kodigehalli
FKID005217,unplanned,vehicle_breakdown,13.0415796,77.5464373,False,High,ORR North 2,North Zone 2,40.7,2.0,3.0,0,Jalahalli
FKID005218,unplanned,others,12.9329109,77.4883586,False,Low,Non-corridor,West Zone 1,1440.0,8.0,3.0,0,Jnanabharathi
FKID005219,unplanned,others,12.9498559,77.6995295,False,High,ORR East 1,East Zone 1,1440.0,23.0,3.0,0,HAL Old Airport
FKID005220,unplanned,vehicle_breakdown,13.0343216,77.5887073,False,High,Bellary Road 1,North Zone 2,40.7,5.0,4.0,0,Hebbala
FKID005221,unplanned,vehicle_breakdown,13.03398,77.5880117,False,High,Bellary Road 1,North Zone 2,36.8,5.0,4.0,0,Kodigehalli
FKID005222,unplanned,vehicle_breakdown,12.9603335,77.6435282,False,High,Old Airport Road,Central Zone 1,63.5,5.0,4.0,0,Jeevanbheemanagar
FKID005223,planned,construction,12.9694962,77.7006291,False,High,ORR East 2,East Zone 1,1440.0,21.0,4.0,0,HAL Old Airport
FKID005224,unplanned,pot_holes,12.9934135,77.5848744,False,High,Bellary Road 1,Central Zone 2,1440.0,21.0,4.0,0,High ground
FKID005225,unplanned,vehicle_breakdown,13.0465699,77.5000576,False,Low,Non-corridor,West Zone 1,40.7,3.0,6.0,1,Peenya
FKID005226,unplanned,others,12.9462933,77.5228133,False,Low,Non-corridor,West Zone 1,1143.4,1.0,0.0,0,Byatarayanapura
FKID005227,unplanned,vehicle_breakdown,13.0480041,77.5548906,False,Low,Non-corridor,North Zone 2,126.8,1.0,0.0,0,Jalahalli
FKID005228,unplanned,congestion,12.9387469,77.7473695,False,Low,Non-corridor,East Zone 1,71.5,3.0,0.0,0,Whitefield
FKID005229,unplanned,vehicle_breakdown,12.9565991,77.7092031,False,High,Varthur Road,East Zone 1,40.7,9.0,0.0,0,HAL Old Airport
FKID005230,unplanned,others,13.0623628,77.4593356,False,Low,Non-corridor,,452.1,10.0,0.0,0,No Police Station
FKID005231,unplanned,vehicle_breakdown,13.0097673,77.5837359,False,High,Bellary Road 1,West Zone 2,16.3,20.0,0.0,0,Sadashivanagar
FKID005232,unplanned,vehicle_breakdown,12.9621842,77.6299419,False,Low,Non-corridor,Central Zone 1,87.9,20.0,0.0,0,Halasur
FKID005233,planned,construction,12.9695146,77.7005709,False,High,ORR East 2,East Zone 1,1440.0,21.0,0.0,0,HAL Old Airport
FKID005234,unplanned,others,13.0040366,77.5835459,False,High,Bellary Road 1,West Zone 2,1356.0,0.0,2.0,0,Sadashivanagar
FKID005235,unplanned,others,13.0024583,77.6831109,False,High,ORR East 2,East Zone 2,695.0,0.0,2.0,0,K.R. Pura
FKID005236,unplanned,vehicle_breakdown,12.9900634,77.5030222,False,High,Magadi Road,West Zone 1,6.5,1.0,2.0,0,Kamakshipalya
FKID005237,unplanned,vehicle_breakdown,13.0326393,77.5877578,False,High,Bellary Road 1,North Zone 2,43.0,6.0,2.0,0,Kodigehalli
FKID005238,unplanned,vehicle_breakdown,13.0128094,77.5545101,False,High,West of Chord Road,West Zone 2,40.7,8.0,2.0,0,Malleshwaram
FKID005239,planned,construction,12.9507916,77.6999174,False,High,ORR East 1,East Zone 1,1440.0,21.0,2.0,0,HAL Old Airport
FKID005240,unplanned,vehicle_breakdown,13.0264597,77.6200847,False,Low,Non-corridor,North Zone 1,29.9,1.0,3.0,0,K.G. Halli
FKID005241,unplanned,vehicle_breakdown,13.0365217,77.5893649,False,High,Bellary Road 1,North Zone 2,23.7,4.0,3.0,0,Kodigehalli
FKID005242,unplanned,vehicle_breakdown,13.0494288,77.5938836,False,High,Bellary Road 1,North Zone 1,40.7,0.0,5.0,1,Hebbala
FKID005243,unplanned,vehicle_breakdown,13.0391215,77.5427616,False,High,ORR North 2,North Zone 2,40.7,9.0,0.0,0,Jalahalli
FKID005244,unplanned,construction,12.9409054,77.7471672,False,Low,Non-corridor,East Zone 1,1440.0,12.0,0.0,0,Whitefield
FKID005245,unplanned,water_logging,12.9853495,77.7084054,False,Low,Non-corridor,East Zone 1,1440.0,21.0,0.0,0,Mahadevapura
FKID005246,unplanned,vehicle_breakdown,12.9890244,77.4988016,False,High,Magadi Road,West Zone 1,40.7,21.0,0.0,0,Kamakshipalya
FKID005247,unplanned,vehicle_breakdown,12.8743224,77.5410921,False,Low,Non-corridor,South Zone 1,80.2,4.0,1.0,0,Thalagattapura
FKID005248,planned,procession,12.86380991,77.5553396,False,Low,Non-corridor,South Zone 1,36.5,4.0,1.0,0,Thalagattapura
FKID005249,unplanned,vehicle_breakdown,12.9262367,77.6089,False,Low,Non-corridor,South Zone 2,40.7,5.0,1.0,0,Mico Layout
FKID005250,unplanned,vehicle_breakdown,12.9875782,77.492615,False,High,Magadi Road,West Zone 1,40.7,5.0,1.0,0,Kamakshipalya
FKID005251,unplanned,accident,13.0333905,77.5887227,False,High,Bellary Road 1,North Zone 2,40.0,5.0,1.0,0,Hebbala
FKID005252,unplanned,others,13.0644822,77.4549418,False,Low,Non-corridor,,452.1,6.0,1.0,0,No Police Station
FKID005253,unplanned,others,13.0230236,77.6008531,True,Low,Non-corridor,North Zone 2,452.1,7.0,1.0,0,R.T. Nagar
FKID005254,unplanned,construction,13.0492425,77.6455561,False,Low,Non-corridor,East Zone 2,1440.0,20.0,1.0,0,Hennuru
FKID005255,planned,construction,12.9694728,77.7005924,False,High,ORR East 2,East Zone 1,1440.0,21.0,1.0,0,HAL Old Airport
FKID005256,unplanned,vehicle_breakdown,12.9381416,77.7467868,False,Low,Non-corridor,East Zone 1,23.3,0.0,2.0,0,Whitefield
FKID005257,unplanned,vehicle_breakdown,12.9466472,77.7470978,False,Low,Non-corridor,East Zone 1,40.7,19.0,2.0,0,Whitefield
FKID005258,planned,construction,12.9695695,77.7006851,False,High,ORR East 2,East Zone 1,1440.0,20.0,2.0,0,HAL Old Airport
FKID005259,unplanned,others,12.989977,77.5027374,False,High,Magadi Road,West Zone 1,77.7,0.0,3.0,0,Kamakshipalya
FKID005260,unplanned,vehicle_breakdown,13.032776,77.6300494,False,High,ORR North 1,North Zone 1,40.7,5.0,3.0,0,Hennuru
FKID005261,unplanned,vehicle_breakdown,13.1168783,77.6083433,False,High,Bellary Road 2,North Zone 2,40.7,23.0,3.0,0,Yelahanka
FKID005262,unplanned,construction,13.0662526,77.6406245,False,Low,Non-corridor,East Zone 2,1440.0,0.0,4.0,0,Hennuru
FKID005263,planned,construction,13.0664803,77.6408554,False,Low,Non-corridor,East Zone 2,1440.0,5.0,4.0,0,Hennuru
FKID005264,unplanned,others,12.9749432,77.5123408,False,Low,Non-corridor,West Zone 1,452.1,6.0,4.0,0,Jnanabharathi
FKID005265,unplanned,others,12.9749011,77.5122987,False,Low,Non-corridor,West Zone 1,15.7,7.0,4.0,0,Jnanabharathi
FKID005266,unplanned,construction,13.0662238,77.6406617,False,Low,Non-corridor,East Zone 2,414.5,19.0,4.0,0,Hennuru
FKID005267,unplanned,others,12.9956407,77.6651882,False,High,ORR North 1,East Zone 2,452.1,2.0,5.0,1,Banaswadi
FKID005268,unplanned,vehicle_breakdown,13.1153375,77.6068119,False,High,Bellary Road 2,North Zone 2,40.7,3.0,5.0,1,Yelahanka
FKID005269,unplanned,vehicle_breakdown,13.0650735,77.4542573,False,Low,Non-corridor,,40.7,7.0,5.0,1,No Police Station
FKID005270,unplanned,vehicle_breakdown,12.880365,77.545865,False,Low,Non-corridor,South Zone 1,69.2,19.0,5.0,1,Thalagattapura
FKID005271,planned,procession,12.9667164,77.5615877,False,Low,Non-corridor,Central Zone 2,36.5,21.0,5.0,1,Magadi Road
FKID005272,unplanned,vehicle_breakdown,12.900152,77.6331394,False,High,Hosur Road,South Zone 2,40.7,23.0,5.0,1,HSR Layout
FKID005273,planned,public_event,12.983679,77.5294387,False,High,Magadi Road,West Zone 2,64.5,5.0,6.0,1,Kamakshipalya
FKID005274,unplanned,others,12.906425,77.4729334,False,High,Mysore Road,West Zone 1,99.9,21.0,6.0,1,Kengeri
FKID005275,unplanned,pot_holes,13.0633502,77.6555739,False,Low,Non-corridor,East Zone 2,1440.0,22.0,6.0,1,Hennuru
FKID005276,unplanned,road_conditions,13.0042305,77.5840858,False,High,Bellary Road 1,West Zone 2,1440.0,5.0,1.0,0,Sadashivanagar
FKID005277,unplanned,vehicle_breakdown,12.93894976,77.52299739,False,High,Mysore Road,West Zone 1,24.5,7.0,2.0,0,Byatarayanapura
FKID005278,unplanned,vehicle_breakdown,13.0652173,77.6445305,False,Low,Non-corridor,East Zone 2,40.7,19.0,2.0,0,Hennuru
FKID005279,unplanned,road_conditions,12.971535,77.7268282,False,Low,Non-corridor,East Zone 1,1440.0,21.0,3.0,0,Whitefield
FKID005280,unplanned,vehicle_breakdown,12.9954901,77.5849484,False,High,Bellary Road 1,Central Zone 2,52.2,6.0,4.0,0,High ground
FKID005281,planned,construction,13.0265099,77.5802634,False,Low,Non-corridor,North Zone 2,1440.0,21.0,4.0,0,Kodigehalli
FKID005282,unplanned,vehicle_breakdown,13.0200904,77.7097875,True,Low,Non-corridor,East Zone 2,40.7,21.0,4.0,0,K.R. Pura
FKID005283,planned,construction,13.05330201,77.55094528,True,Low,Non-corridor,North Zone 1,1440.0,,,0,Jalahalli
FKID005284,unplanned,vehicle_breakdown,13.0205242,77.7107575,False,Low,Non-corridor,East Zone 2,40.7,6.0,6.0,1,K.R. Pura
FKID005285,unplanned,vehicle_breakdown,12.95570915,77.72316585,False,High,Varthur Road,East Zone 1,10.0,8.0,6.0,1,Whitefield
FKID005286,unplanned,others,13.0394658,77.6413602,False,High,Airport New South Road,North Zone 1,1440.0,19.0,2.0,0,Hennuru
FKID005287,unplanned,vehicle_breakdown,12.9854579,77.5248465,False,High,Magadi Road,West Zone 1,40.7,20.0,2.0,0,Kamakshipalya
FKID005288,unplanned,construction,13.0394777,77.6414762,False,High,Airport New South Road,North Zone 1,1440.0,4.0,3.0,0,Hennuru
FKID005289,unplanned,vehicle_breakdown,13.0483148,77.5547351,False,Low,Non-corridor,North Zone 1,45.7,22.0,3.0,0,Jalahalli
FKID005290,unplanned,water_logging,12.94762516,77.58569302,False,High,Old Madras Road,Central Zone 2,1440.0,23.0,3.0,0,Cubbon Park
FKID005291,planned,public_event,12.8974904,77.66849041,False,Low,Non-corridor,South Zone 2,64.5,1.0,4.0,0,Bellandur
FKID005292,planned,vip_movement,12.90351549,77.6673317,False,Low,Non-corridor,South Zone 2,64.5,1.0,4.0,0,Bellandur
FKID005293,unplanned,vehicle_breakdown,12.9975402,77.6639746,False,High,ORR North 1,Central Zone 1,144.2,19.0,4.0,0,Banaswadi
FKID005294,unplanned,vehicle_breakdown,13.0071345,77.6887062,False,Low,Non-corridor,East Zone 2,64.8,20.0,4.0,0,K.R. Pura
FKID005295,unplanned,pot_holes,13.121344,77.6182218,False,Low,Non-corridor,North Zone 2,1440.0,20.0,4.0,0,Yelahanka
FKID005296,unplanned,vehicle_breakdown,13.03241,77.5879916,False,High,Bellary Road 1,North Zone 2,40.7,20.0,4.0,0,Kodigehalli
FKID005297,unplanned,vehicle_breakdown,12.9994343,77.6747251,False,High,ORR East 2,East Zone 2,61.4,21.0,4.0,0,Banaswadi
FKID005298,unplanned,vehicle_breakdown,13.0407394,77.54469,False,High,ORR North 2,North Zone 2,56.5,21.0,4.0,0,Jalahalli
FKID005299,unplanned,pot_holes,12.8538468,77.588699,False,High,Bannerghata Road,South Zone 1,1440.0,22.0,4.0,0,Hulimavu
FKID005300,unplanned,pot_holes,12.8537547,77.5886061,False,High,Bannerghata Road,South Zone 1,1440.0,22.0,4.0,0,Hulimavu
FKID005301,unplanned,pot_holes,12.853788,77.5886552,False,High,Bannerghata Road,South Zone 1,1440.0,22.0,4.0,0,Hulimavu
FKID005302,unplanned,pot_holes,12.8538117,77.5887367,False,High,Bannerghata Road,South Zone 1,1440.0,22.0,4.0,0,Hulimavu
FKID005303,unplanned,pot_holes,12.8541391,77.5886304,False,High,Bannerghata Road,South Zone 1,1440.0,22.0,4.0,0,Hulimavu
